id_student;name;email;total_tagihan
A343;Cxpla;Cxpla@something.com;
A344;Sqpmt;Sqpmt@something.com;
A345;Wpmbi;Wpmbi@something.com;
A346;Qyxvc;Qyxvc@something.com;
A347;Uksdq;Uksdq@something.com;
A348;Mcgmn;Mcgmn@something.com;
A349;Qmzcl;Qmzcl@something.com;
A350;Suzqz;Suzqz@something.com;
A351;Rsctw;Rsctw@something.com;
A352;Dufef;Dufef@something.com;
A353;Aturr;Aturr@something.com;
A354;Ffnmy;Ffnmy@something.com;
A355;Zibpn;Zibpn@something.com;
A356;Ikzki;Ikzki@something.com;
A357;Vmdtb;Vmdtb@something.com;
A358;Qurpa;Qurpa@something.com;
A359;Ggrog;Ggrog@something.com;
A360;Pbhyi;Pbhyi@something.com;
A361;Jzfui;Jzfui@something.com;
A362;Kctnx;Kctnx@something.com;
A363;Afgar;Afgar@something.com;
A364;Uwhzk;Uwhzk@something.com;
A365;Stfxz;Stfxz@something.com;
A366;Makop;Makop@something.com;
A367;Vsdqv;Vsdqv@something.com;
A368;Dwnty;Dwnty@something.com;
A369;Wzcls;Wzcls@something.com;
A370;Zqsfi;Zqsfi@something.com;
A371;Qjucd;Qjucd@something.com;
A372;Oyxou;Oyxou@something.com;
A373;Byusb;Byusb@something.com;
A374;Kvfjk;Kvfjk@something.com;
A375;Ehfmh;Ehfmh@something.com;
A376;Nnddb;Nnddb@something.com;
A377;Jgylf;Jgylf@something.com;
A378;Nmgyy;Nmgyy@something.com;
A379;Hggdc;Hggdc@something.com;
A380;Rlscp;Rlscp@something.com;
A381;Skzcb;Skzcb@something.com;
A382;Vacgo;Vacgo@something.com;
A383;Gzbgf;Gzbgf@something.com;
A384;Zrvok;Zrvok@something.com;
A385;Zeiww;Zeiww@something.com;
A386;Aikes;Aikes@something.com;
A387;Twgnr;Twgnr@something.com;
A388;Czgxy;Czgxy@something.com;
A389;Vnfvf;Vnfvf@something.com;
A390;Ujqjj;Ujqjj@something.com;
A391;Kvbqk;Kvbqk@something.com;
A392;Vyyvj;Vyyvj@something.com;
A393;Ddyyz;Ddyyz@something.com;
A394;Bgtxj;Bgtxj@something.com;
A395;Ghyso;Ghyso@something.com;
A396;Adeph;Adeph@something.com;
A397;Qoxuf;Qoxuf@something.com;
A398;Igwkf;Igwkf@something.com;
A399;Aiaks;Aiaks@something.com;
A400;Tvzae;Tvzae@something.com;
A401;Fhdik;Fhdik@something.com;
A402;Bziqe;Bziqe@something.com;
A403;Vtpjo;Vtpjo@something.com;
A404;Iflho;Iflho@something.com;
A405;Wwegt;Wwegt@something.com;
A406;Maiqv;Maiqv@something.com;
A407;Udgnu;Udgnu@something.com;
A408;Twbuq;Twbuq@something.com;
A409;Cijoj;Cijoj@something.com;
A410;Feevg;Feevg@something.com;
A411;Yhfkb;Yhfkb@something.com;
A412;Ifffr;Ifffr@something.com;
A413;Duzmg;Duzmg@something.com;
A414;Uufld;Uufld@something.com;
A415;Pckbs;Pckbs@something.com;
A416;Nioyu;Nioyu@something.com;
A417;Jybyl;Jybyl@something.com;
A418;Rwybd;Rwybd@something.com;
A419;Nfzci;Nfzci@something.com;
A420;Leboq;Leboq@something.com;
A421;Lefpr;Lefpr@something.com;
A422;Gqmqi;Gqmqi@something.com;
A423;Cclzc;Cclzc@something.com;
A424;Mnmbn;Mnmbn@something.com;
A425;Macwc;Macwc@something.com;
A426;Uvpds;Uvpds@something.com;
A427;Rpejm;Rpejm@something.com;
A428;Irzpl;Irzpl@something.com;
A429;Wewpb;Wewpb@something.com;
A430;Owkxb;Owkxb@something.com;
A431;Tmdps;Tmdps@something.com;
A432;Yzbro;Yzbro@something.com;
A433;Akdwg;Akdwg@something.com;
A434;Myhys;Myhys@something.com;
A435;Pbjha;Pbjha@something.com;
A436;Ybxbd;Ybxbd@something.com;
A437;Mdscc;Mdscc@something.com;
A438;Aedwo;Aedwo@something.com;
A439;Rgoxn;Rgoxn@something.com;
A440;Ocldx;Ocldx@something.com;
A441;Gphjv;Gphjv@something.com;
A442;Zjwsh;Zjwsh@something.com;
A443;Osrqs;Osrqs@something.com;
A444;Haodh;Haodh@something.com;
A445;Xqrjr;Xqrjr@something.com;
A446;Llqkm;Llqkm@something.com;
A447;Pixwg;Pixwg@something.com;
A448;Bdxcd;Bdxcd@something.com;
A449;Xnnut;Xnnut@something.com;
A450;Gxlah;Gxlah@something.com;
A451;Fuldk;Fuldk@something.com;
A452;Byaom;Byaom@something.com;
A453;Ojtzj;Ojtzj@something.com;
A454;Ckcro;Ckcro@something.com;
A455;Luvox;Luvox@something.com;
A456;Kdpcq;Kdpcq@something.com;
A457;Ryaph;Ryaph@something.com;
A458;Ddgnv;Ddgnv@something.com;
A459;Fltwe;Fltwe@something.com;
A460;Pumvo;Pumvo@something.com;
A461;Rksgu;Rksgu@something.com;
A462;Ljaml;Ljaml@something.com;
A463;Cavzs;Cavzs@something.com;
A464;Bprcr;Bprcr@something.com;
A465;Jisqk;Jisqk@something.com;
A466;Jhupf;Jhupf@something.com;
A467;Djfco;Djfco@something.com;
A468;Agwua;Agwua@something.com;
A469;Mjtte;Mjtte@something.com;
A470;Ayszw;Ayszw@something.com;
A471;Kcqvq;Kcqvq@something.com;
A472;Nsoph;Nsoph@something.com;
A473;Eofji;Eofji@something.com;
A474;Uwtis;Uwtis@something.com;
A475;Uhygr;Uhygr@something.com;
A476;Qxwdx;Qxwdx@something.com;
A477;Rsofa;Rsofa@something.com;
A478;Vvnlu;Vvnlu@something.com;
A479;Doocl;Doocl@something.com;
A480;Ttytr;Ttytr@something.com;
A481;Dcbdg;Dcbdg@something.com;
A482;Hrqku;Hrqku@something.com;
A483;Mnxnk;Mnxnk@something.com;
A484;Cuimj;Cuimj@something.com;
A485;Evddn;Evddn@something.com;
A486;Xnzgx;Xnzgx@something.com;
A487;Ayqdh;Ayqdh@something.com;
A488;Fqhdg;Fqhdg@something.com;
A489;Xxpnd;Xxpnd@something.com;
A490;Fgigv;Fgigv@something.com;
A491;Meqjz;Meqjz@something.com;
A492;Papcd;Papcd@something.com;
A493;Pqeyr;Pqeyr@something.com;
A494;Pmsko;Pmsko@something.com;
A495;Ecxai;Ecxai@something.com;
A496;Uyjvx;Uyjvx@something.com;
A497;Hphbr;Hphbr@something.com;
A498;Mqazy;Mqazy@something.com;
A499;Tqxfg;Tqxfg@something.com;
A500;Xnszu;Xnszu@something.com;
A501;Tdexl;Tdexl@something.com;
A502;Ajvuu;Ajvuu@something.com;
A503;Pyluw;Pyluw@something.com;
A504;Bkbvn;Bkbvn@something.com;
A505;Gyynu;Gyynu@something.com;
A506;Djukg;Djukg@something.com;
A507;Pfywy;Pfywy@something.com;
A508;Yxklv;Yxklv@something.com;
A509;Shwwg;Shwwg@something.com;
A510;Nnhux;Nnhux@something.com;
